,tconst,titleType,primaryTitle,originalTitle,startYear,endYear,averageRating,numVotes,seriesScore,seriesRank,episodeScore,episodeRank,totalRuntime,combinedMetric
197,tt3194644,tvMiniSeries,A Crazy Leo Show,A Crazy Leo Show,2013,2013,9.1,20,7.05,2720,7.2,1052,232,25.38
198,tt15410666,tvSeries,Vidrohi,Vidrohi,2021,2022,9.4,115,7.2,1158,7.05,1985,39,25.38
199,tt15077362,tvMiniSeries,The Accidental Death of an Anarchist,The Accidental Death of an Anarchist,2021,2021,9.1,10,7.05,2720,7.2,1052,116,25.38
200,tt26768224,tvSeries,The Pressure Game,The Pressure Game,2023,2023,9.0,65,7.0,3358,7.25,863,232,25.375
201,tt12054924,tvSeries,Some Good News,Some Good News,2020,2020,9.0,1221,7.01,3336,7.2333333333333325,975,173,25.35283333333333
202,tt6081766,tvSeries,Gute Arbeit Originals,Gute Arbeit Originals,2016,2017,8.7,261,6.85,6787,7.4,323,39,25.345
203,tt8836898,tvMiniSeries,Harmony with A. R. Rahman,Harmony with A. R. Rahman,2018,2018,9.1,292,7.05,2720,7.19,1229,216,25.34475
204,tt4266402,tvSeries,Tiflisi,Tiflisi,2014,2015,9.1,2495,7.06,2698,7.175,1269,619,25.327749999999998
205,tt12169634,tvMiniSeries,Der Penny-Markt auf der Reeperbahn,Der Penny-Markt auf der Reeperbahn,2007,2023,8.9,241,6.95,4325,7.2875,780,155,25.3240625
206,tt2632424,tvSeries,The Originals,The Originals,2013,2018,8.3,146172,7.36,472,6.879891304347827,3602,3926,25.318000000000005
207,tt9805708,tvMiniSeries,Seven Worlds One Planet,Seven Worlds One Planet,2019,2019,9.3,5977,7.18,1543,7.045714285714285,2098,410,25.294114285714283
208,tt0075536,tvSeries,Meeting of Minds,Meeting of Minds,1977,1981,9.4,152,7.2,1158,7.025,2174,114,25.290000000000003
209,tt7375030,tvMiniSeries,Blatantly Christmas,Blatantly Christmas,2015,2015,9.0,12,7.0,3358,7.225,992,155,25.287499999999998
210,tt13660898,tvSeries,Girl2K,Girl2K,2021,2021,8.7,35,6.85,6787,7.37,449,387,25.24225
211,tt2017109,tvSeries,Banshee,Banshee,2013,2016,8.4,121517,7.3,634,6.913684210526315,3134,1949,25.23494736842105
212,tt14316618,tvSeries,Barking Vans' Unscripted,Barking Vans' Unscripted,2017,2019,9.1,14,7.05,2720,7.158333333333333,1326,1161,25.233124999999998
213,tt2147999,tvSeries,Devon Ke Dev... Mahadev,Devon Ke Dev... Mahadev,2011,2014,9.3,4778,7.18,1543,7.027272727272727,2170,595,25.22790909090909
214,tt7354646,tvSeries,Captain Callum Adventures,Captain Callum Adventures,2017,2024,9.6,29,7.3,634,6.907894736842105,3177,735,25.213815789473685
215,tt1474684,tvSeries,Luther,Luther,2010,2019,8.4,152953,7.45,261,6.767,5054,1165,25.207075000000003
216,tt10719514,tvSeries,Tehreer ... Munshi Premchand Ki,Tehreer ... Munshi Premchand Ki,2004,2004,9.2,115,7.1,1988,7.1,1650,26,25.205
217,tt16978130,tvMiniSeries,O Canto Livre de Nara Leão,O Canto Livre de Nara Leão,2022,2022,9.0,81,7.0,3358,7.2,1052,39,25.2
218,tt2575988,tvSeries,Silicon Valley,Silicon Valley,2014,2019,8.5,163884,7.56,132,6.665094339622642,6805,1560,25.194056603773586
219,tt10883484,tvSeries,Petersburg with my own eyes,Petersburg with my own eyes,2010,2016,8.9,30,6.95,4325,7.25,863,15,25.19375
220,tt9077108,tvSeries,Imam,Imam,2017,2017,8.9,361,6.95,4325,7.25,863,77,25.19375
221,tt8139230,tvSeries,BTS: Burn the Stage,BTS: Burn the Stage,2018,2018,9.1,2744,7.07,2685,7.125,1534,201,25.186875
222,tt6536498,tvSeries,Mixer: Caro Diario,Mixer: Caro Diario,1994,1994,8.8,7,6.9,5375,7.3,644,39,25.185000000000002
223,tt9208876,tvMiniSeries,The Falcon and the Winter Soldier,The Falcon and the Winter Soldier,2021,2021,7.1,248508,7.05,2720,7.1433333333333335,1465,304,25.18025
224,tt3098942,tvSeries,Time of Death,Time of Death,2013,2013,8.7,274,6.85,6787,7.35,480,106,25.17375
225,tt0487831,tvSeries,The IT Crowd,The IT Crowd,2006,2013,8.5,162821,7.55,137,6.666799999999999,6758,617,25.16717
226,tt5890956,tvSeries,Standby,Seutaenbai,2012,2012,8.6,75,6.8,8301,7.4,323,23,25.16
227,tt6257970,tvSeries,The End of the F***ing World,The End of the F***ing World,2017,2019,8.0,216207,7.49,250,6.715,5850,337,25.147675
228,tt21034398,tvSeries,Ongezellig,Ongezellig,2018,2022,9.1,93,7.05,2720,7.133333333333333,1498,24,25.144999999999996
229,tt13668894,tvMiniSeries,The Book of Boba Fett,The Book of Boba Fett,2021,2022,7.2,182912,6.87,6695,7.32,612,330,25.1442
230,tt9653544,tvSeries,TiTi Do You Love Me,TiTi Do You Love Me,2018,2018,8.5,35,6.75,10135,7.45,230,27,25.14375
231,tt16529512,tvMiniSeries,Trial and Error,Trial and Error,2022,2024,9.0,6,7.0,3358,7.183333333333334,1241,46,25.141666666666666
232,tt8470750,tvMiniSeries,Weed 4:20,Weed 4:20,2018,2018,9.0,105,7.0,3358,7.183333333333334,1241,116,25.141666666666666
233,tt3749900,tvSeries,Gotham,Gotham,2014,2019,7.8,239477,7.46,257,6.7389,5552,4335,25.136097
234,tt14627626,tvSeries,Joe Montana: Cool Under Pressure,Joe Montana: Cool Under Pressure,2022,2022,8.9,258,6.95,4325,7.233333333333333,969,297,25.135833333333334
235,tt20867578,tvSeries,Pandab Goenda,Pandab Goenda,2020,2021,8.4,15,6.7,12160,7.5,24,39,25.125
236,tt1807410,tvSeries,Manuel Rodríguez: Guerrillero del amor,Manuel Rodríguez: Guerrillero del amor,2010,2010,8.4,24,6.7,12160,7.5,24,60,25.125
237,tt0268093,tvSeries,Ramayan,Ramayan,1987,1988,9.0,23536,7.13,1950,7.047307692307691,2091,3018,25.123651923076917
238,tt0082660,tvMiniSeries,The Life and Adventures of Nicholas Nickleby,The Life and Adventures of Nicholas Nickleby,1982,1982,9.1,542,7.05,2720,7.125,1534,77,25.115624999999998
239,tt13309742,tvSeries,Blue Eye Samurai,Blue Eye Samurai,2023,2023,8.8,54187,7.19,1535,6.98625,2553,377,25.11556875
240,tt10160804,tvMiniSeries,Hawkeye,Hawkeye,2021,2021,7.5,211153,7.16,1564,7.015000000000001,2245,282,25.1137
241,tt3135516,tvSeries,14.000.000.000$!!!,14.000.000.000$!!!,2013,2014,8.8,23,6.9,5375,7.276190476190477,805,135,25.102857142857147
242,tt0387199,tvSeries,Entourage,Entourage,2004,2011,8.4,175984,7.56,132,6.640625,7337,2653,25.1015625
243,tt0191714,tvSeries,Otvorena vrata,Otvorena vrata,1994,1995,9.2,4150,7.12,1960,7.048529411764706,2089,1315,25.092764705882356
244,tt8466564,tvMiniSeries,Obi-Wan Kenobi,Obi-Wan Kenobi,2022,2022,7.1,225295,6.97,4279,7.2,1052,261,25.092
245,tt0118421,tvSeries,Oz,Oz,1997,2003,8.7,105686,7.4,324,6.780178571428571,4896,3277,25.086660714285717
246,tt0191730,tvSeries,Slozna braca,Slozna braca,1995,1996,9.0,1602,7.01,3336,7.1571428571428575,1327,271,25.085785714285716
247,tt4192748,tvSeries,The Challenge Show,The Challenge Show,2014,2023,8.5,23,6.75,10135,7.427272727272727,287,5958,25.067045454545454
248,tt16731494,tvSeries,XTale,XTale,2018,2020,9.0,45,7.0,3358,7.159090909090909,1323,426,25.056818181818183
249,tt0197161,tvSeries,It's a Miracle,It's a Miracle,1998,2004,8.7,124,6.85,6787,7.310344827586207,627,1209,25.03793103448276
250,tt6186934,tvMiniSeries,Sunehray Din,Sunehray Din,1991,1991,9.2,234,7.1,1988,7.050000000000001,1976,155,25.0275
251,tt6986816,tvSeries,Clone Wars Conversations,Clone Wars Conversations,2017,2018,9.0,35,7.0,3358,7.15,1339,39,25.025000000000002
252,tt10233790,tvSeries,Mirrors,Maraya,1982,2013,9.0,426,7.0,3358,7.15,1339,39,25.025000000000002
253,tt13237744,tvMiniSeries,Blood & Makeup: The Last Laugh of Blah Blah the Clown,Blood & Makeup,2020,2020,9.0,95,7.0,3358,7.1499999999999995,1434,116,25.025
254,tt12589502,tvSeries,Al Hailha,Al Hailha,2003,2003,8.6,216,6.8,8301,7.359090909090909,473,374,25.02090909090909
255,tt0371436,tvSeries,California's Gold,California's Gold,1991,2012,9.4,172,7.2,1158,6.95,2761,113,25.02
256,tt9160032,tvMiniSeries,Brata,Brata,2018,2020,8.9,91,6.95,4325,7.199999999999999,1201,77,25.02
257,tt8071646,tvSeries,"Junoon: Aisi Nafrat, Toh Kaisa Ishq","Junoon: Aisi Nafrat, Toh Kaisa Ishq",2012,2013,8.9,23,6.95,4325,7.2,1052,39,25.02
258,tt4093826,tvSeries,Twin Peaks,Twin Peaks: The Return,2017,2017,8.5,74584,7.13,1950,7.017222222222222,2226,1014,25.01639722222222
259,tt14454116,tvSeries,Maat Pitaah Ke Charnon Mein Swarg,Maat Pitaah Ke Charnon Mein Swarg,2009,2010,9.5,31,7.25,902,6.9,3214,39,25.012500000000003
260,tt4218258,tvMiniSeries,Ray Donovan: Behind the Fix,Ray Donovan: Behind the Fix,2014,2014,8.3,3711,6.67,14252,7.5,24,39,25.0125
261,tt4262910,tvSeries,The Hidden Persuaders Days,The Hidden Persuaders Days,2010,2011,8.8,44,6.9,5375,7.245652173913044,948,890,24.997500000000002
262,tt4955642,tvSeries,The Good Place,The Good Place,2016,2020,8.2,185504,7.48,252,6.682799999999999,6551,1169,24.993672
263,tt1489428,tvSeries,Justified,Justified,2010,2015,8.6,117022,7.39,463,6.763717948717949,5103,3318,24.99193782051282
264,tt0240295,tvSeries,The Screen Savers,The Screen Savers,1998,2005,8.8,257,6.9,5375,7.242156862745098,951,3946,24.98544117647059
265,tt28306746,tvMiniSeries,NCT 127: The Lost Boys,NCT 127: The Lost Boys,2023,2023,8.8,43,6.9,5375,7.2375,959,155,24.969375
266,tt0112130,tvMiniSeries,Pride and Prejudice,Pride and Prejudice,1995,1995,8.8,91320,7.38,468,6.766666666666667,5056,310,24.969
267,tt14316162,tvSeries,Barking Vans' Horror Fest,Barking Vans' Horror Fest,2017,2018,9.2,12,7.1,1988,7.033333333333333,2149,580,24.96833333333333
268,tt19874210,tvSeries,Microwave Society,Microwave Society,2020,2023,9.8,151,7.4,324,6.747222222222223,5464,726,24.964722222222225
269,tt11276348,tvMiniSeries,El Ardhalgy,El Ardhalgy,1992,1992,8.4,20,6.7,12160,7.45,230,39,24.9575
270,tt4202274,tvSeries,The Filthy Frank Show,The Filthy Frank Show,2011,2017,9.2,33187,7.28,881,6.856358381502891,3810,447,24.957144508670524
271,tt27452735,tvSeries,Beyblade Burst QuadStrike,Beyblade Burst QuadStrike,2023,2023,9.2,82,7.1,1988,7.025,2174,46,24.93875
272,tt7335184,tvSeries,You,You,2018,2024,7.7,294148,7.59,126,6.571,8860,1905,24.936944999999998
273,tt9056532,tvSeries,2007 ICC World Twenty20,2007 ICC World Twenty20,2007,2007,8.9,58,6.95,4325,7.175,1269,77,24.933125
274,tt12402000,tvMiniSeries,The Evandro Case: A Devilish Plot,O Caso Evandro,2021,2021,9.1,795,7.05,2720,7.072222222222222,1887,432,24.929583333333333
275,tt1708523,tvSeries,The Island,To nisi,2010,2011,9.1,2935,7.07,2685,7.050000000000001,1976,1006,24.921750000000003
276,tt1695360,tvSeries,The Legend of Korra,The Legend of Korra,2012,2014,8.3,133141,7.3,634,6.826538461538462,4209,1216,24.916865384615384
277,tt29478407,tvMiniSeries,Boris,Boris,2023,2023,9.2,52,7.1,1988,7.01875,2218,310,24.916562499999998
278,tt0103359,tvSeries,Batman: The Animated Series,Batman: The Animated Series,1992,1995,9.0,114984,7.61,124,6.548235294117648,9470,1869,24.91603529411765
279,tt15451876,tvSeries,I Feel You Linger in the Air,I Feel You Linger in the Air,2023,2023,8.4,368,6.7,12160,7.4375,275,552,24.915625000000002
280,tt0348914,tvSeries,Deadwood,Deadwood,2004,2006,8.6,116343,7.39,463,6.742777777777778,5508,1898,24.91456388888889
281,tt6795408,tvSeries,BrothAhood,BrothAhood,2017,2022,9.3,13,7.15,1582,6.967499999999999,2668,777,24.9088125
282,tt2661044,tvSeries,The 100,The 100,2014,2020,7.6,272351,7.45,261,6.6835,6508,4184,24.896037500000002
283,tt16277034,tvMiniSeries,Dikta & Hukum,Dikta & Hukum,2022,2022,8.3,132,6.65,14443,7.4875,199,345,24.895937500000002
284,tt0249280,tvSeries,"BloodHounds, Inc","BloodHounds, Inc",1999,2012,9.0,115,7.0,3358,7.11,1611,39,24.885
285,tt2741602,tvSeries,The Blacklist,The Blacklist,2013,2023,7.9,276184,7.66,112,6.496467889908257,10887,9289,24.881472018348624
286,tt8470384,tvSeries,Al Nadam,Al Nadam,2016,2016,9.2,753,7.1,1988,7.006666666666666,2277,1161,24.87366666666666
287,tt0290978,tvSeries,The Office,The Office,2001,2003,8.5,121861,7.36,472,6.7542857142857144,5198,444,24.85577142857143
288,tt8819286,tvSeries,Tum Dena Sath Mera,Tum Dena Sath Mera,2011,2012,9.1,13,7.05,2720,7.05,1985,39,24.85125
289,tt12607400,tvSeries,Verdad Oculta,Verdad Oculta,2020,2020,9.0,27,7.0,3358,7.1,1650,39,24.849999999999998
290,tt17538610,tvSeries,Breaking the Build,Breaking the Build,2019,2020,9.2,7,7.1,1988,7.0,2292,39,24.849999999999998
291,tt11310352,tvSeries,Canal Boat Diaries,Canal Boat Diaries,2019,2023,9.2,92,7.1,1988,7.0,2292,39,24.849999999999998
292,tt15458126,tvSeries,IPA & IPS,IPA & IPS,2021,2022,9.2,74,7.1,1988,7.0,2292,43,24.849999999999998
293,tt5421602,tvSeries,Anne with an E,Anne,2017,2019,8.6,64810,7.13,1950,6.97,2658,1232,24.848049999999997
294,tt7137290,tvSeries,Choque de Cultura,Choque de Cultura,2016,2021,9.4,789,7.2,1158,6.9021739130434785,3209,890,24.847826086956523
295,tt30145363,tvSeries,Se Noi Soeng Can,Se Noi Soeng Can,2023,2023,8.9,45,6.95,4325,7.15,1339,39,24.84625
296,tt1258188,tvSeries,G-mik,G-mik,1999,2000,8.9,35,6.95,4325,7.15,1339,39,24.84625
297,tt8154786,tvMiniSeries,AIB: Honest Engineering Campus Placements,AIB: Honest Engineering Campus Placements,2017,2017,8.9,532,6.95,4325,7.1499999999999995,1434,32,24.846249999999998
298,tt1641384,tvSeries,Young Justice,Young Justice,2010,2023,8.6,44863,7.03,3306,7.067448979591837,1908,2175,24.842083163265308
299,tt3107288,tvSeries,The Flash,The Flash,2014,2023,7.5,366412,7.7,107,6.452119565217392,11857,7722,24.840660326086958
300,tt5804986,tvSeries,The Big Lez Show,The Big Lez Show,2012,2019,9.2,2226,7.11,1970,6.986666666666667,2552,936,24.837600000000002
301,tt10679886,tvMiniSeries,Aani Kay Hava,Aani Kay Hava,2019,2021,8.9,374,6.95,4325,7.145833333333333,1457,464,24.831770833333334
302,tt14457130,tvMiniSeries,Qaid Majhol,Qaid Majhol,2021,2021,8.7,269,6.85,6787,7.25,863,77,24.831249999999997
303,tt30209383,tvSeries,TMT 1952,TMT 1952,2023,2024,9.5,57,7.25,902,6.85,3871,77,24.831249999999997
304,tt1139655,tvSeries,Madan Senki Ryukendo,Madan Senki Ryûkendô,2006,2006,8.7,594,6.85,6787,7.25,863,77,24.831249999999997
305,tt2915998,tvSeries,The Alejandro Hernández Show,The Alejandro Hernández Show,2009,2013,8.6,192,6.8,8301,7.3,644,39,24.82
306,tt21931780,tvSeries,Kleun Cheewit,Kleun Cheewit,2017,2017,8.6,82,6.8,8301,7.3,644,39,24.82
307,tt5619980,tvSeries,Collider Jedi Council,AMC Jedi Council,2015,2019,8.6,255,6.8,8301,7.3,644,39,24.82
308,tt0071075,tvSeries,The World at War,The World at War,1973,1974,9.2,28185,7.26,894,6.836923076923076,4116,1336,24.818030769230766
309,tt0096548,tvSeries,Blackadder Goes Forth,Blackadder Goes Forth,1989,1989,8.8,56358,7.2,1158,6.8933333333333335,3487,176,24.816000000000003
310,tt7493974,tvSeries,Bodyguard,Bodyguard,2018,2024,8.1,144567,7.24,1132,6.8549999999999995,3821,362,24.815099999999997
311,tt3313102,tvSeries,Before the Dark,Before the Dark,2013,2014,8.8,886,6.9,5375,7.191666666666666,1222,232,24.81125
312,tt0383795,tvSeries,The Joy of Painting,The Joy of Painting,1983,1994,9.3,6056,7.18,1543,6.909730458221025,3167,9279,24.80593234501348
313,tt8398600,tvSeries,After Life,After Life,2019,2022,8.4,151212,7.44,310,6.667222222222223,6755,507,24.80206666666667
314,tt30135489,tvSeries,Tom and jerry,Tom and jerry,1940,1967,9.1,322,7.05,2720,7.029999999999999,2158,43,24.780749999999998
315,tt1486217,tvSeries,Archer,Archer,2009,2023,8.6,164552,7.62,123,6.502638888888889,10413,3185,24.775054166666667
316,tt4288182,tvSeries,Atlanta,Atlanta,2016,2022,8.6,86188,7.24,1132,6.843658536585365,4066,1198,24.774043902439022
317,tt1043822,tvSeries,Vratice se rode,Vratice se rode,2007,2008,9.1,8692,7.1,1988,6.978400000000001,2591,967,24.773320000000002
318,tt25275594,tvMiniSeries,Spy Ninjas: The End,Spy Ninjas: The End,2022,2022,9.4,8,7.2,1158,6.878125,3611,619,24.76125
319,tt12199174,tvSeries,The Rebel,Pan ni zhe,2021,2021,8.4,167,6.7,12160,7.39047619047619,412,1925,24.758095238095237
320,tt0491739,tvSeries,In the Nick of Time,Sto para 5,2005,2007,8.8,5537,6.93,5283,7.143061224489796,1468,2303,24.75070714285714
321,tt0844441,tvSeries,True Blood,True Blood,2008,2014,7.9,258510,7.59,126,6.521604938271605,10015,4405,24.749490740740743
322,tt7570060,tvSeries,Journeys Through French Cinema,Voyages à travers le cinéma français,2017,2018,8.9,275,6.95,4325,7.12,1566,520,24.742
323,tt0081955,tvSeries,Velo misto,Velo misto,1980,1981,8.9,768,6.95,4325,7.114285714285714,1594,542,24.722142857142856
324,tt0118276,tvSeries,Buffy the Vampire Slayer,Buffy the Vampire Slayer,1997,2003,8.3,158105,7.42,316,6.661586206896551,6864,7479,24.714484827586205
325,tt3205802,tvSeries,How to Get Away with Murder,How to Get Away with Murder,2014,2020,8.1,164848,7.33,623,6.743,5506,3855,24.713095000000003
326,tt12699152,tvSeries,Dropping Marmalade,Dropping Marmalade,2020,2021,9.5,8,7.25,902,6.816666666666666,4308,114,24.710416666666667
327,tt1196946,tvSeries,The Mentalist,The Mentalist,2008,2015,8.2,198296,7.53,141,6.562781456953642,9046,6676,24.708872185430465
328,tt4588194,tvSeries,Born from the Flank: Wilada Min Alkhasira,Born from the Flank: Wilada Min Alkhasira,2011,2013,8.6,619,6.8,8301,7.266666666666667,824,116,24.706666666666667
329,tt0111893,tvMiniSeries,The Beatles Anthology,The Beatles Anthology,1995,1996,9.1,9376,7.1,1988,6.95888888888889,2724,667,24.704055555555556
330,tt1877514,tvMiniSeries,The Vietnam War,The Vietnam War,2017,2017,9.1,27539,7.2,1158,6.861,3762,990,24.6996
331,tt2357547,tvSeries,Jessica Jones,Jessica Jones,2015,2019,7.9,225229,7.46,257,6.619743589743591,7702,2004,24.69164358974359
332,tt0268085,tvSeries,Shri Krishna,Shri Krishna,1993,1997,8.6,2059,6.81,8205,7.25,863,45,24.686249999999998
333,tt16986646,tvMiniSeries,The Green Planet,The Green Planet,2022,2022,9.1,2429,7.06,2698,6.992,2525,220,24.681759999999997
334,tt1910272,tvSeries,Steins;Gate,Steins;Gate,2011,2015,8.8,71940,7.28,881,6.779230769230769,4906,648,24.6764
335,tt6424870,tvSeries,Ming Dynasty 1566,Da Ming Wang Chao 1566,2007,2007,9.0,360,7.0,3358,7.05,1985,95,24.675
336,tt6759808,tvMiniSeries,Aifnidios & Borat: The Mini-Series,Aifnidios & Borat: The Mini-Series,2016,2016,9.1,11,7.05,2720,7.0,2292,155,24.675
337,tt5638364,tvSeries,Achanak 37 Saal Baad,Achanak 37 Saal Baad,2002,2003,9.0,123,7.0,3358,7.05,1985,39,24.675
338,tt14075320,tvSeries,Naam,Naam,2020,2023,9.1,480,7.05,2720,7.0,2292,39,24.675
339,tt0344757,tvSeries,Étoiles et toiles,Étoiles et toiles,1982,1986,8.5,105,6.75,10135,7.31,628,39,24.671249999999997
340,tt0118250,tvSeries,The Adventures of Lano & Woodley,The Adventures of Lano & Woodley,1997,1999,8.8,815,6.9,5375,7.15,1339,368,24.667500000000004
341,tt3444304,tvSeries,Family Outing,Family Outing,2008,2010,8.8,187,6.9,5375,7.15,1339,39,24.667500000000004
342,tt12053334,tvMiniSeries,UnDeadwood,UnDeadwood,2019,2019,8.8,231,6.9,5375,7.15,1339,547,24.667500000000004
343,tt4012658,tvMiniSeries,Comic Splash: The web-series,Comic Splash: The web-series,2014,2014,8.8,6,6.9,5375,7.15,1339,13,24.667500000000004
344,tt0138258,tvSeries,Roque Santeiro,Roque Santeiro,1985,1986,8.8,620,6.9,5375,7.15,1339,45,24.667500000000004
345,tt0324836,tvSeries,Foster Brothers,Fóstbræður,1997,2001,9.3,412,7.15,1582,6.9,3214,39,24.667500000000004
346,tt1242819,tvSeries,The Hollowmen,The Hollowmen,2008,2008,8.4,816,6.7,12160,7.3625,461,327,24.664375
347,tt11220244,tvSeries,Trans-Siberian Pathfinders,Siberia Seonbaldae,2019,2019,8.7,85,6.85,6787,7.2,1052,39,24.66
348,tt0103511,tvSeries,Phoenix,Phoenix,1992,1993,8.7,169,6.85,6787,7.2,1052,39,24.66
349,tt3520182,tvMiniSeries,The Oversharer,The Oversharer,2014,2017,8.6,21,6.8,8301,7.25,863,271,24.65
350,tt14011910,tvSeries,Susah Sinyal: The Series,Susah Sinyal: The Series,2021,2022,8.4,5017,6.73,11963,7.325,590,484,24.648625000000003
351,tt18990100,tvSeries,"To Sir, with Love","To Sir, with Love",2022,2022,8.5,163,6.75,10135,7.300000000000001,641,77,24.637500000000003
352,tt0249279,tvMiniSeries,Bellamy,Bellamy,1981,1981,8.5,38,6.75,10135,7.3,644,39,24.6375
353,tt2367359,tvSeries,Keeping Up with the Joneses,Keeping Up with the Joneses,2010,2011,8.5,66,6.75,10135,7.3,644,39,24.6375
354,tt2042012,tvSeries,K-15 Oplemenuvaci Na Iverici,K-15 Oplemenuvaci Na Iverici,1996,1997,8.5,19,6.75,10135,7.3,644,39,24.6375
355,tt14956634,tvMiniSeries,The lost Bon Bon files,The lost Bon Bon files,2021,2021,9.0,20,7.0,3358,7.0375,2128,11,24.631249999999998
356,tt5759360,tvMiniSeries,RoboDoc: The Creation of RoboCop,RoboDoc: The Creation of RoboCop,2023,2023,8.8,525,6.9,5375,7.1375,1484,299,24.624375
357,tt0992966,tvSeries,7 Numara,7 Numara,2000,2003,8.8,4960,6.93,5283,7.1038461538461535,1626,503,24.614826923076922
358,tt0934814,tvSeries,Chuck,Chuck,2007,2012,8.2,145851,7.3,634,6.743516483516483,5503,3958,24.613835164835162
359,tt9805674,tvMiniSeries,Planet Earth III,Planet Earth III,2023,2023,9.2,2103,7.11,1970,6.923333333333334,3076,521,24.612450000000003
360,tt10337912,tvSeries,The Whole Plate,The Whole Plate,2017,2018,8.8,65,6.9,5375,7.133333333333334,1496,348,24.610000000000003
361,tt1259297,tvSeries,Filmnut,Filmnut,2007,2012,8.8,76,6.9,5375,7.133333333333333,1498,116,24.61
362,tt11244786,tvMiniSeries,Juliantina,Juliantina,2019,2019,8.6,581,6.8,8301,7.2368421052631575,965,735,24.605263157894736
363,tt0415413,tvSeries,Date Patrol,Date Patrol,2003,2004,8.3,18,6.65,14443,7.4,323,39,24.605000000000004
364,tt21271942,tvMiniSeries,My Ice Girl,My Ice Girl,2022,2022,8.5,3399,6.77,10009,7.26875,822,337,24.604718749999996
365,tt0200276,tvSeries,The West Wing,The West Wing,1999,2006,8.9,84405,7.4,324,6.649225806451613,7244,7002,24.60213548387097
366,tt5712554,tvSeries,The Grand Tour,The Grand Tour,2016,2024,8.7,81861,7.28,881,6.756818181818182,5178,2957,24.594818181818184
367,tt23725386,tvSeries,Gap,Gap,2022,2023,8.8,2972,6.92,5305,7.105,1622,464,24.5833
368,tt1533395,tvMiniSeries,Life,Life,2009,2009,9.1,42535,7.28,881,6.753636363636364,5205,654,24.583236363636367
